description,neighborhood_overview,notes,transit,access,interaction,house_rules,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_identity_verified,neighbourhood_cleansed,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,price_per_stay,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,first_review,last_review,instant_bookable,cancellation_policy,has_hot_water,has_smoke_detector,has_carbon_monoxide_detector,has_heating,has_essentials,has_kitchen,has_laptop_friendly_workspace,has_hangers,has_air_conditioning,has_iron,has_tv,has_wifi,has_lock_on_bedroom_door,has_gym,has_pool,has_hot_tub,has_free_parking_on_premises,has_elevator,has_private_entrance,guest_satisfaction
clean quiet room two twin bed bathroom next need car house within 6 mile downtown house close mission bay beach available kitchen backyard guest welcome also use kitchen backyard,,,,guest welcome also use kitchen backyard,,,37891864.0,2015-07-08,san diego california united state,artist world traveler enjoy meeting type visitor ive lived san diego 30 year moving san diego stranger told moving live brother arizona gave thomas bros guide san diego told san diegans wonderful would love yes,1,100.0,0,clairemont mesa west,1.0,1,clairemont mesa,92111.0,1,24,1,2.0,1.0,1.0,2.0,55.0,110.0,0.0,0.0,1.0,0.0,2.0,7.0,16.0,32.0,2015-07-09,2016-07-25,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
note guest need agree sign term stated rule make reservation confirmation contract reservation request form emailed must completed returned also require guest show identification checking subleasing party smoking pet prohibited inquiry include adult child please property exclusively managed mission beach management 747 12 san fernando place san diego ca 92109 property address 2826 mission blvd 2 san diego ca 92109 one block ocean one block bay secluded south mission beach stay u enjoy beach bay away crowd restaurant market rental amusement park indoor pool health club within walking distance rental bike boogie board surfboard etc extremely close belmont park stone throw away well stay south mission beach enjoy perfect picturesque sunset everyday,,,public bus 12 mile away mission blvd uber lyft great apps use transport area bike great resource use get many place beach area get anywhere mission beach pacific beach within 10 minute bike choose go balboa park old town north park coronado north county legoland birch aquarium torrey pine la jolla ocean beach place san diego best transportation car,guest access deck bbq community laundry free wifi amazon firestick television reserved parking fit normal sized vehicle,available 24 hour day case emergency available case question concern everyday 10am 5pm office hour although available everyday disturbing stay unless pressing question issue,term — may forfeit deposit portion following reason 1failure depart 1000 may result additional charge 2additional guest exceeding confirmed number 3no pet animal present property result immediate eviction refund 4no party excessive noise irresponsible activity 10000 fine complaint neighbor noise control quiet hour 10pm 7am 5no subletting assigning property person designated 6missing item damage caused amount exceeds deposit billed difference 7guests agree take property sight unseen property cleaned occupancy good condition guest provide paper product 8guest agrees adhere house rule posted 9kitchen bath floor thoroughly cleaned trash deposited outside black bin recyclables blue bin linen laundered stacked bed,874515.0,2011-07-26,san diego california united state,san diego ca phone number hidden airbnb born raised bird rock pacific beach mission beach la jolla area bachelor degree business management administration san diego state university studied oslo norway business institute traveled many part europe asia would love experience world ocean water ideal outlet happiness mediation exercise definitely difficult stay away interest include literally everything life offer surfing hiking camping art construction concert game sport friend meeting new people traveling obviously get time work anything new experience vacation rental managerrealtorhandyman missionpacific beach well versed skill set everything business home improvement area home improvementmanagement 15 year still learning new thing everyday constant work never really end always potential improvement property technology also creative realtor professional aid sale property investmenthomes make process purchase sale seem effortless easy client contact real estate need look forward future result adapt best karma carpe diem base life would love come stay show life contact anytime skal cheer luke nordmarken mission beach management 747 12 san fernando place san diego ca phone number hidden airbnb bre phone number hidden airbnb,1,100.0,0,mission beach,21.0,1,mission bay,92109.0,1,2,0,4.0,1.0,0.0,2.0,99.0,297.0,300.0,84.0,2.0,15.0,3.0,1125.0,9.0,18.0,2015-01-04,2019-07-24,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
walk brand new ultra modern luxury loft located center highest rated neighborhood san diego little italy street lined tree cafés highest rated restaurant eclectic bar local brewery walk zoo waterfront park convention center youll absolutely love large updated kitchen light coziness great couple solo traveler family spacious fully stocked everything youll need expansiveness friend giant 750 square foot loft ton room move around give comfort youre looking everything need expect suitcase access every part unit well large common area roof deck top fo stair tower beautiful view san diego bay sunset super fun watch plane fly san diego international airport local san diegan happ,want neighborhood feel without tourist trap little italy place place couple block away ballast point born raised cloak pedal ton option know youll love,common area staircase lead directly unit building several flight stair take caution please note urban setting located within busy intersection near interstate exitentrance – due densely populated area flight path nearby outside noise expected typical area light sleeper may bothered air traffic approx 6 flight passing night,youre little italy wont want leave case short walking distance san diego trolley train airport parking property free street parking along state street less block away require permit also paid parking lot one block away corner hawthorn columbia street vehicle parked 18 ” curb blocking driveway allowed recommend using uber lyft get around avoid hassle parking stay highly populated city sometimes challenging area extremely walkable walk score 97 green line trolley nearby,access every part unit well large common area roof deck top fo stair tower beautiful view san diego bay sunset super fun watch plane fly san diego international airport,local san diegan happy give recommendation restaurant bar beach fun activity make stay one remember let know like ill happy guide right direction,please mindful noise 1000pm guest visitor welcome loud party please dispose used biological product prior check,198870547.0,2018-06-29,san diego california united state,im thirty something financial professional background dance world travel sandy beach im originally san diego lived downtown area past 6 year bigtime foodie love good cocktail chose live heart little italy diverse bar culinary scene travel half time work home enjoy every part little italy im fan thing indie film music avid reader technophile im also fan classic rock beatles stone petty eagle clapton skynyrd fleetwood mac etc enjoy type live music whenever possible late anthony bourdain always hero mine traveling exploring new city true calling life best way often staying neighborhood want see hear feel love experience airbnb give making feel home instead displaced,1,100.0,0,little italy,8.0,0,little italy,92101.0,1,2,0,6.0,1.0,0.0,2.0,145.0,145.0,0.0,75.0,2.0,15.0,1.0,21.0,71.0,142.0,2018-07-16,2019-08-11,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
home position perfectly near everything san diego offer balboa park 22mi gaslamp 11mi petco park stadium 09mi convention center 15mi seaport village 19mi san diego zoo 28mi coronado island 48mi san diego airport 42mi old town 56mi coronado beach 48mi ocean beach 83mi mission beach 90mi pacific beach 100mi la jolla beach 140mi cabrillo national park 140mi seaworld 81mi aquatica 150mi delmar fair 220mi extremely comfortable built guest whole property available guest explore enjoy travel ive personally traveled many destination around world know important perfect vacation im help vacation anytime possible know in out san diego fine dining hidden gem restaurant night club trendy bar mountain hiking pleasant park best view san diego offer,gaslamp district walking distance away perfect home group want central san diegos greatest attraction without noise traffic downtown retreat peace quiet sherman height district long day sunshine,sharing payment link friend taking trip friend airbnb let split cost people group 72 hour login airbnb pay portion bill mean ’ still track friend pressure pay happen trip money ’ line rest crew fails pay within 72 hour airbnb give organizer another 24 hour pay remaining balance get group member chip reservation released occurs anyone paid portion refunded pay less upfront feature pay less upfront feature allows guest pay portion booking ’ total fee time booking pay remainder total fee later time prior checkin pay less upfront feature available guest eligible booking pay certain payment method booking eligi,transportation easy every corner main san diego metropolitan transit center 10 block away lyft uber also available,whole property available guest explore enjoy travel,ive personally traveled many destination around world know important perfect vacation im help vacation anytime possible know in out san diego fine dining hidden gem restaurant night club trendy bar mountain hiking pleasant park best view san diego offer best attraction etc feel free reach whether want book want info san diego im happy help,quiet hour 8pm8am rule strictly enforced guest uphold rule terminate reservation refund booked guest may enter engage illegal activity anywhere property leave food attract uninvited pest home pestfree intend keep way help smoking inside 200 fine,4870449.0,2013-01-27,san diego california united state,san diego vacay created help traveler around world find home amenity hotel warm feeling home pride providing home competitively affordable comfortable well sdv team host 1 mission mission make sure great stay,1,100.0,0,grant hill,21.0,1,grant hill,92102.0,1,24,0,8.0,1.0,3.0,3.0,199.0,199.0,0.0,99.0,2.0,10.0,1.0,1125.0,100.0,200.0,2018-03-25,2019-08-09,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spacious home great neighborhood walking distance community park within mile attraction international food serving restaurant 3 car parking garage great location within 10 20 mile san diego coronado state beach san diego airport convention center sea world san diego zoo balboa park gas lamp quarter youll love home impeccably maintained offer restful stay amenity bigger room home vaulted ceiling 1 bedroom downstairs 1 full bath nice flow floor plan upstairs master bedroom deck nice view park 3 extra bedroom upstairs 1 extra full bath downstairs two couch one sofa bed total accommodation 14 people use 1 extra queen air bed guest access house including exercise machine garage risk jacuzzi left side house additional fee big sized lot spacious backyard sid,neighborhood quiet community close public park home built large cut land plenty street parking property spacious easily accommodate large family host ten guest mini party neighbor friendly private,check 3 pm onwards midnight check 11 allow u clean property ready next guest,uber lyft private transport nearby park extra parking park close dusk,guest access house including exercise machine garage risk jacuzzi left side house additional fee big sized lot spacious backyard side yard accommodate rv one side 3 car garage 1 garage occupied exercise machine guest welcome use portable barbecue available gas provided normal use need charge extra need propane refill,reach thru air bnb thru text,10 pm quiet time smoking use jacuzzi 45 extra fee pet,107520320.0,2016-12-17,san marcos california united state,family man 3 daughter married 16 year realtorloan officer profession love singing community service outdoors travelling,1,100.0,1,,2.0,0,bonita long canyon,91902.0,1,24,0,12.0,3.0,3.5,6.0,158.0,158.0,125.0,145.0,6.0,12.0,1.0,30.0,59.0,118.0,2018-10-13,2019-08-12,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
perfect 2 couple small family sleep 4 people gamers welcome one unit within walking distance north parkhillcrest balboa park many restaurant jump rental bike scooter throughout san diego unit access huge shared space includes table fire pit plenty seating privacy two friendly well behaved older dog property unfortunately pet allowed equipped towel toiletry fridge microwave coffee maker water full kitchen ice maker pot pan dish glass pinball machine gaming table 60 classic game ps4 pro bring game access gazebo tableschairs outside outdoor space shared host guest staying property occupying unit usually available person always available phone text walk north park,walk north park hillcrest restaurant bar shop negotiant around block bistro wine bar 24 hour dennys mcdonalds around corner 24 hour eatery within 45 block gilleys bar great karaoke place red fox room awesome steakhouse piano bar nightly,item removed found offensive scary like gremlin wall hanging like duke andor unc jersey,walking uber easier due san diegos parking fee rentable bike scooter scattered neighborhood san diego,access gazebo tableschairs outside outdoor space shared host guest staying property occupying unit,usually available person always available phone text,quiet time 10pm sunthurs midnight frisat would like entertain guest grillmovie screenpatio party must request special pricing add fee,134305173.0,2017-06-09,san diego california united state,frank larry lived san diego since 2015 love travel great knowledge san diego feel free ask either question property san diego area,1,100.0,1,north park,2.0,0,north hill,92104.0,1,21,0,4.0,1.0,0.0,2.0,100.0,200.0,500.0,50.0,2.0,20.0,2.0,60.0,9.0,18.0,2018-08-25,2019-07-08,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
comfortable bedroom lovely house quiet neighborhood street block sdsu serene backyard overlook canyon access living room kitchen dining room backyard shared bathroom pet friendly vegetarian home small 20 pound friendly dog visiting student visiting parent visiting professor space ideal sdsu campus surrounding area limited parking pay permit lot keep car parked house walk campus block away kitchen vegetarian welcome bring food choose home office day im happy give information direction also happy give private space holler need neighborhood college view estate subneighborhood college area peaceful residential neighborhood block sdsu campus trader jo,neighborhood college view estate subneighborhood college area peaceful residential neighborhood block sdsu campus trader joes vons ralphs within mile grocery shopping freeway block away,,,kitchen vegetarian welcome bring food choose,home office day im happy give information direction also happy give private space holler need,pet allowed additional fee smoking allowed outside house ie backyard visitor allowed home airbnb guest plan meet friend acquaintance please outside home,25907198.0,2015-01-10,san diego california united state,san diegians love beautiful city san diego housing business 20 year let u host,2,100.0,0,college west,2.0,1,college area,92115.0,1,24,1,1.0,1.0,1.0,1.0,70.0,140.0,250.0,15.0,1.0,10.0,2.0,1125.0,8.0,16.0,2018-03-18,2019-07-30,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
drink coffee grab towel open front door walk approximately 2minutes toe hit sand tourmaline beach 2 block sand pacific beach 12minute strolling seaside walk best restaurant bar shop taste good life 2br1ba 2 comfy sleepable couchessleeping bag available clean nofrills full cooking supply oil spice beginner surfboard use gelsons grocery 5min walk parking,,,,,,humble home please respect keep clean treat like place unless youre slob got ta smoke outside respectful neighbor please there empty wine glass front put butt cook heart content make sure oven youre done knob get stuck sometimes front door lock smooth rusted bear trap give love wiggle thang itll work worst case enter back door turn easier,24669509.0,2014-12-09,san diego california united state,hi name austin im 25 year old entrepreneur based san diego ca im surfer hockey player businessman avid traveler love airbnb experience better way learn new city help advice thoughtful local promise respect home like best wish austin,1,100.0,0,pacific beach,2.0,1,pacific beach,92109.0,1,2,0,4.0,1.0,2.0,2.0,105.0,210.0,0.0,40.0,1.0,0.0,2.0,5.0,3.0,6.0,2016-12-17,2017-01-02,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
gorgeous 22 condo w amazing view center action gaslamp convention center petco park balboa park sea world zoo much included 1 king size 2 full size bed w 10 hybrid mattress plus 2 twin size super comfy air mattress free gated parking hdtv bedroom living room w netflix hulu 2 full bathroom full kitchen w appliance wd unit professionally cleaned ac heat wifi newly rennovated decorated interior location location location gorgeous 22 suite center everything petco park gaslamp quarter balboa park san diego zoo sea world san diego convention center little italy la jolla cove mission beach oceanside much much inside house • sleep 6 comfortably • get entire apartment • 1 king bed 2 doublefull bed new 10 bamboo pillowtop mattress plus 2 twin air mattress bed fully stocked linen pillow blan,petco park gaslamp quarter balboa park san diego zoo sea world san diego convention center little italy la jolla cove mission beach oceanside much much,note downtown san diego unit urban area building high end building area area safe completely harmless homeless crisis san diego point feel uncomfortable homeless people area number call someone come remove shady character property clean safe san diego phone number hidden airbnb every one infant present reservation count one additional guestadult entire unit shared anyone save hotel around arent half nice party pet smoking extra guest six people maximum exception san diego go explore fun,sooooo many option 1 bird lime scooter 2 walk 3 free trolley ride fred free ride san diego 4 bus,room parking garage amenity,great group text whats app chat communication let u know help please respect working hour contact u 9am 10pm pst unless emergency,smoking kind unit balcony anywhere property party event checkin time 4pm 2am fee apply 1130 am4pm 10pm 100 lock fee extra overnight guest mail delivered unless personally arranged ahead time moving rearranging furniture unless otherwise specified access leasing office property management host responsible need stay unplugging electronics like tv cable box lamp roku stick etc precheck bag storage possible available upon request fee pet one 18 year age without host permission disrespecting disturbing neighbor parking anywhere assigned space show loud noise music past 10 pm 11 latest check provide “ starter kit ” toiletry supply short stay guest expected pu,107042219.0,2016-12-12,san diego california united state,love traveling also love hosting try provide guest everything look travel looking forward helping make new memory,1,98.0,1,east village,21.0,0,east village,92101.0,0,15,0,6.0,2.0,2.0,5.0,232.0,232.0,200.0,120.0,2.0,15.0,1.0,180.0,25.0,50.0,2019-02-11,2019-07-31,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
beginning quiet tuna fishing village present incarnation vibrant cuisine nightlife hub san diegos little italy changed lot year explore everything funky neighborhood offer hip urban retreat located historic aviation factory stay upscale travel apartment trip san diego always come smooth landing thats stay alfred travel apartment decked great amenity like community entertaining area 5thfloor sky lounge designer outdoor fireplace fasten seatbelt going great trip grabandgo coffee bar 5th floor sky lounge cabana speaker designer outdoor fireplace outdoor bbqs indoor prep kitchen indooroutdoor clubroom view waterfront park pool table tv lounge 247 fitness center believe personal space prior arrival unit professionally cleaned self guided,,,,grabandgo coffee bar 5th floor sky lounge cabana speaker designer outdoor fireplace outdoor bbqs indoor prep kitchen indooroutdoor clubroom view waterfront park pool table tv lounge 247 fitness center,believe personal space prior arrival unit professionally cleaned self guided check process ensures easy arrival long line need u 247 guest service team local folk ground dont need u well stay way place city,1 youre living like local respectful local mean cmon would feel neighbor wasnt super awesome 2 rental unit smokefree environment even balcony one super sorry bummer policy hopefully told ahead time arent super surprised still mean 3 pet super awesome arent allowed rental unit however fur kiddo service animal emotional support animal give u call make reasonable effort accommodate need required law 4 trip detail already complete arent give u call asap rectify whats little information friend 5 friend responsibility pretty simple invite rental unit youre responsible action 6 watching million people get clown car hilar,114353388.0,2017-02-01,spokane washington united state,,1,100.0,0,,21.0,1,little italy,92101.0,0,2,0,3.0,1.0,1.0,2.0,467.5,987.5,0.0,100.0,3.0,0.0,1.0,365.0,2.0,4.0,2019-05-05,2019-06-17,1,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
relax patio soak sun 2bedrooms loft heart downtown beautiful space great group familycoworkers traveling16foot ceiling custom hideseek bedroom loft big table gathering easy walk convention center petco parkmarina step clubsrestaurants one parking space provided guest please note parking garage 15block away loft conveniently located heart san diego ’ website hidden airbnb two story 2bedrooms loft soaring 23 ft ceiling situated top floor peaceful building space comfortable spacious tastefully decorated open floor plan come fully equipped kitchen coffee maker toasterblender stove oven microwave dishwasherelectric tea pot 55 tv internet live tv netflix high speed internet also washer dryer unit one car parking provided parking structure 15 block away book plea,,book please aware extra guest 2 guest charge 20 per person per night price reflex put guest number booking please put actual guest number guest provided bedding towel prepare proper essential guest parking provide one car parking public parking lot 15block away one care parking lot 20 day voucher available purchase building residential commercial building please respect neighbor peace allow partybachelor party inside unit time security camera outside unit please mindful,,,,,89272342.0,2016-08-11,u,,1,100.0,0,marina,2.0,0,marina,92101.0,1,2,0,6.0,1.0,2.0,4.0,200.0,400.0,300.0,65.0,2.0,20.0,2.0,29.0,5.0,10.0,2017-03-02,2019-07-14,1,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
professionally managed 1st floor condo unit charming 4plex golden hill nice outdoor yard perfect location minute point interest sd convention center downtown gas lamp balboa park nice well appointed apartment everything one could ask accommodate 4 guest queen bed main bedroom single cot alcove living room curtain set private air mattress also available upon request main bedroom also access shady back yard bbq perfect relaxing kitchen fully stocked everything need homecooked meal larger group manage 4 plex always willing accommodate charming apartment walking distance lively downtown area gaslamp little italy convenient convention center visitor nice outdoor area back gas bbq great seating ar,unit 4 minute away zoo beautiful balboa park quick freeway access get beach sea world 10 15 minute block find many great restaurant cook steak turf club indulge great italian food luigis outdoor patio well quick taco burrito humbertos influx trendiest coffee shop half block away serve best croissant sandwich mocha,able arrive time convenient apartment may ready check 3pm always try accommodate youd like drop luggage arrive early make checking easy,apartment wide street free street parking easy access freeway ’ deal downtown traffic visiting part san diego visiting san diego without car block away bus stop block trolley stop mile ferry want check spectacular san diego bay ferry take day coronado island,access anything house building house amenity • cox cable • high speed wireless internet • coin operated washer dryer • hair dryer iron apartment fully stocked kitchen • gas stove • oven • microwave • coffee maker • toaster usually try leave continental breakfast item fridge pantry tea coffee spice basic item welcome use,guest interaction minimal try meet check leave email welcome letter house instruction recommendation always call email text need anything question apartment want recommendation,•please keep noise level 11 pm •smoking allowed back yard • checking leave house condition found please take trash recycling,1028043.0,2011-08-27,san diego california united state,mira jesse love traveling active sun san diego adventurous traveler recently settled life pacific beach san diego first born child,1,91.0,0,golden hill,21.0,0,balboa park,92102.0,1,2,0,4.0,1.0,1.0,2.0,115.0,115.0,100.0,65.0,2.0,25.0,1.0,1125.0,80.0,160.0,2014-07-28,2019-08-15,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
